0.3657142857,0.0115036913,0.0397168581,0,0.321766244,0,96.52987321,0
0.3685714286,0.0115036913,0.0415555224,0,0.6435324881,0,64.35324881,0
0.3714285714,0.0115036913,0.0433941866,0,0.6435324881,0,32.1766244,0
0.3742857143,0.0115036913,0.0452328509,0,0.8044156101,32.1766244,48.26493661,0
0.3771428571,0.0115036913,0.0479908472,0.160883122,0.9652987321,48.26493661,-96.52987321,0
0.38,0.0124230234,0.0507488436,0.321766244,0.321766244,32.1766244,-64.35324881,0
0.3828571429,0.0133423555,0.0498295115,0.321766244,0.321766244,32.1766244,160.883122,0
0.3857142857,0.0142616876,0.0525875079,0.4826493661,1.447948098,-305.6779318,820.5039223,0
0.3885714286,0.0161003519,0.0581035006,-1.126181854,4.665610539,-530.9143027,627.4441759,0
0.3914285714,0.0078263627,0.0792481395,-3.056779318,5.952675515,16.0883122,48.26493661,0
0.3942857143,-0.0013669585,0.0921187893,-1.126181854,4.182961172,434.3844294,-321.766244,0
0.3971428571,0.0013910379,0.1031507748,0.160883122,4.182961172,208.4142058,-165.5120399,0
0.4,-0.0004476264,0.1160214246,-0.4863186302,3.516284095,-41.7449364,-133.3918657,0
0.4028571429,-0.0013879257,0.1232438268,0.030765369,3.021780183,-134.0410432,67.68381168,0
0.4057142857,-0.0002718243,0.1332887399,-0.9765887758,4.101672858,-45.21662482,20.66077988,0
0.4085714286,-0.006968433,0.1466819574,-0.8789298982,3.418060715,9.765887758,-224.6154184,0
0.4114285714,-0.0052942808,0.1528205154,-0.1953177552,2.343813062,136.7224286,-273.4448572,0
0.4142857143,-0.0080845345,0.1600751749,-0.5859532655,2.148495307,-136.7224286,19.53177552,0
0.4171428571,-0.0086425852,0.1650976314,-0.683612143,2.246154184,-9.765887758,68.3612143,0
0.42,-0.0119908896,0.1729103416,-0.8789298982,2.734448572,-29.29766327,-97.65887758,0
0.4228571429,-0.0136650418,0.1807230518,-0.683612143,1.757859796,146.4883164,-234.3813062,0
0.4257142857,-0.0158972447,0.1829552548,-0.1953177552,1.074247653,0,-205.0836429,0
0.4285714286,-0.0147811432,0.1868616099,-0.3906355103,0.8789298982,0,-9.765887758,0
0.4314285714,-0.0181294476,0.1879777113,-0.5859532655,0.7812710206,-156.2542041,-58.59532655,0
0.4342857143,-0.0181294476,0.1913260157,-0.8789298982,0.7812710206,9.765887758,-78.12710206,0
0.4371428571,-0.0231519042,0.1924421172,-0.9765887758,0.1953177552,39.06355103,-156.2542041,0
0.44,-0.0237099549,0.1924421172,-0.2929766327,-0.0976588776,87.89298982,-166.0200919,0
0.4428571429,-0.0248260564,0.1918840664,-0.5859532655,-0.683612143,-19.53177552,-107.4247653,0
0.4457142857,-0.0270582593,0.1885357621,-0.4882943879,-0.8789298982,9.765887758,-68.3612143,0
0.4485714286,-0.02761631,0.1868616099,-0.3906355103,-0.8789298982,19.53177552,-9.765887758,0
0.4514285714,-0.0292904622,0.1835133055,-0.4882943879,-1.074247653,-48.82943879,-9.765887758,0
0.4542857143,-0.0304065636,0.1807230518,-0.5859532655,-0.8789298982,-78.12710206,-87.89298982,0
0.4571428571,-0.0326387666,0.1784908489,-0.9765887758,-1.464883164,-97.65887758,-302.7425205,0
0.46,-0.0359870709,0.1723522909,-1.171906531,-2.734448572,97.65887758,-156.2542041,0
0.4628571429,-0.0393353753,0.1628654285,-0.4882943879,-2.539130817,126.9565408,19.53177552,0
0.4657142857,-0.0387773246,0.157842972,-0.1953177552,-2.246154184,58.59532655,126.9565408,0
0.4685714286,-0.0404514768,0.1500302618,-0.3906355103,-2.148495307,-39.06355103,-175.7859796,0
0.4714285714,-0.0410095275,0.1455658559,-0.2929766327,-2.83210745,-146.4883164,-185.5518674,0
0.4742857143,-0.042125629,0.1338467906,-1.171906531,-3.711037348,-136.7224286,-117.1906531,0
0.4771428571,-0.0477061362,0.1243599282,-1.367224286,-3.22274296,156.2542041,29.29766327,0
0.48,-0.0499383392,0.1154311166,-0.0976588776,-3.515719593,166.0200919,-136.7224286,0
0.4828571429,-0.048264187,0.104270102,-0.1953177552,-4.101672858,97.65887758,-253.9130817,0
0.4857142857,-0.0510544406,0.0919929859,0,-4.882943879,-136.7224286,-136.7224286,0
0.4885714286,-0.048264187,0.0763675655,-0.3906355103,-5.078261634,-234.3813062,58.59532655,0
0.4914285714,-0.0532866435,0.062974348,-1.855518674,-4.394649491,-126.9565408,29.29766327,0
0.4942857143,-0.0588671508,0.0512552827,-1.074247653,-4.785285001,302.7425205,-166.0200919,0
0.4971428571,-0.0594252016,0.0356298623,0.0976588776,-5.566556022,146.4883164,-205.0836429,0
0.5,-0.0583091001,0.0194463912,-0.1953177552,-5.859532655,-58.59532655,-78.12710206,0
0.5028571429,-0.060541303,0.0021468186,-0.4882943879,-6.05485041,-97.2268122,81.42760148,0
0.5057142857,-0.0610993537,-0.015152754,-0.5349634998,-5.452394647,0,0,0
0.5085714286,-0.0635982373,-0.0290097223,0,0,0,0,0
