0,-0.0747579533,0.0481878783,0,0,0,0
0.0333666667,-0.0736438221,0.0493020095,0.0166952736,0.0500858209,0,0
0.0667333333,-0.0736438221,0.0515302721,-0.0166952736,0.1335621891,1.286634474,2.287350176
0.1001,-0.0747579533,0.0582150596,0.0834763682,0.2170385572,1.858472018,1.858472018
0.1334666667,-0.0680731658,0.0660139784,0.1502574627,0.2504291045,0.4288781581,2.14439079
0.1668333333,-0.064730772,0.0749270285,0.0834763682,0.3506007463,-1.858472018,2.716228335
0.2002,-0.0625025095,0.0894107349,0.0333905473,0.4507723881,-0.2859187721,1.286634474
0.2335666667,-0.0625025095,0.1050085725,0.0500858209,0.4340771144,1.286634474,1.143675088
0.2669333333,-0.0591601157,0.1183781477,0.1335621891,0.5008582089,2.001431404,1.715512632
0.3003,-0.0535894594,0.1384325104,0.1836480099,0.5843345771,1.572553246,2.716228335
0.3336666667,-0.0469046718,0.1573727418,0.2337338308,0.6511156716,-1.715512632,-2.430309562
0.3670333333,-0.0379916217,0.1818836295,0.1001716418,0.4841629353,-4.860619125,7.290928687
0.4004,-0.0402198843,0.1896825483,-0.1335621891,0.951630597,-2.859187721,4.431740967
0.4337666667,-0.0469046718,0.2453891113,-0.1001716418,1.10188806,2.287350176,-1.42959386
0.4671333333,-0.0469046718,0.2632152115,0.0500858209,0.5843345771,2.716228335,-8.434603776
0.5005,-0.043562278,0.2843837055,0.0834763682,0.634420398,0.1492770851,0.4456758318
0.5338666667,-0.0413340155,0.3055521994,0.0504547219,0.6103583317,-0.5434515958,-1.892128542
0.5672333333,-0.0401952663,0.3251149515,0.0435801374,0.5119048257,-0.0367978944,-1.414881694
0.6006,-0.0384257677,0.3397133148,0.0530319256,0.4905453116,0.843026671,-0.7063762446
0.6339666667,-0.0366562691,0.3578506753,0.0928058698,0.4971743023,1.135263142,-0.6243947282
0.6673333333,-0.0322325226,0.3728914132,0.1392088046,0.4308843953,0.5122874929,-0.557165864
0.7007,-0.0273664015,0.3866050272,0.1260336856,0.4546969729,0.1278368354,0.353440976
0.7340666667,-0.0238218747,0.4032348579,0.1367713557,0.4733721778,-0.6214695781,-0.8623228267
0.7674333333,-0.0182391931,0.4181947306,0.1050159311,0.3918323335,-0.937572072,-1.870286466
0.8008,-0.0168138116,0.4293831356,0.0508763576,0.3359052841,-1.029475134,-0.5941697102
0.8341666667,-0.0148440441,0.4406108099,0.0489819776,0.3574319989,1.080203052,0.0884451145
0.8675333333,-0.0135450809,0.4532357643,0.1089252087,0.351538874,0.2640899402,-0.6711380578
0.9009,-0.0075751019,0.4640701707,0.0994002504,0.3048274344,-0.900786074,-1.197171366
0.9342666667,-0.0069117709,0.4735779151,0.0165667084,0.2716940176,-0.7092924957,-0.6241773962
0.9676333333,-0.0064695502,0.4822012182,0.0563268085,0.2617539926,1.049752894,-0.7660358953
1.001,-0.0031528952,0.4910456315,0.0994002504,0.2286205758,0.3404603979,-0.4255754974
1.034366667,0.0001637598,0.4974578313,0.0762068586,0.2186805508,-0.0851150995,-0.6241773962
1.067733333,0.0019326425,0.5056389136,0.082833542,0.205427184,-0.2553452984,-0.9078943945
1.1011,0.0056915182,0.511166672,0.0762068586,0.1457870338,0.0851150995,-1.021381194
1.134466667,0.0070181802,0.5153677684,0.0695801752,0.1358470088,-0.1986018988,-0.4255754974
1.167833333,0.0103348352,0.5202321957,0.0795202003,0.1259069838,0.5106905969,-0.6241773962
1.2012,0.0123248283,0.5237699611,0.0894602253,0.0894602253,-0.4823188971,-0.7660358953
