0.3085714286,0.0009518729,0.31737173,0,0,0,0
0.3114285714,-0.0046647127,0.3611810974,-2.752126931,15.13669812,0,0
0.3142857143,-0.0147745667,0.4038671478,-1.965804951,13.95721515,432.4770892,-570.0834358
0.3171428571,-0.0158978838,0.4409366126,0.1965804951,11.79482971,452.1351387,-550.4253863
0.32,-0.0136512496,0.4712661747,0.5897414853,10.61534674,334.1868417,-353.8448912
0.3228571429,-0.0125279325,0.5015957368,1.769224456,10.02560525,-58.97414853,-98.29024755
0.3257142857,-0.0035413956,0.5285553475,0.9829024755,9.829024755,-373.5029407,78.63219804
0.3285714286,-0.0069113469,0.5577615925,-1.179482971,10.61534674,-353.8448912,-275.2126931
0.3314285714,-0.0102812983,0.5892144717,-0.7863219804,8.649541784,196.5804951,-353.8448912
0.3342857143,-0.0114046154,0.6071875456,0,7.666639309,235.8965941,-19.65804951
0.3371428571,-0.0102812983,0.6330238392,0.5897414853,9.239283269,98.29024755,137.6063466
0.34,-0.008034664,0.65998345,0.5897414853,8.452961289,-98.29024755,-294.8707426
0.3428571429,-0.0069113469,0.6813264752,0,7.273478318,-157.2643961,19.65804951
0.3457142857,-0.008034664,0.7015461832,-0.3931609902,8.452961289,39.31609902,-19.65804951
0.3485714286,-0.0091579811,0.7296291111,0.1965804951,7.863219804,176.9224456,-196.5804951
0.3514285714,-0.0069113469,0.7464788678,0.7863219804,6.487156338,-39.31609902,-137.6063466
0.3542857143,-0.0046647127,0.7666985759,0,7.470058814,-196.5804951,157.2643961
0.3571428571,-0.0069113469,0.7891649182,-0.5897414853,7.470058814,-19.65804951,-157.2643961
0.36,-0.008034664,0.8093846263,0,6.487156338,78.63219804,-216.2385446
0.3628571429,-0.0069113469,0.826234383,0,6.093995348,117.9482971,-98.29024755
0.3657142857,-0.008034664,0.8442074568,0.3931609902,6.093995348,-39.31609902,-19.65804951
0.3685714286,-0.0046647127,0.8610572135,0.1965804951,5.897414853,-58.97414853,-196.5804951
0.3714285714,-0.0069113469,0.8779069703,-0.3931609902,5.111092872,39.31609902,-353.8448912
0.3742857143,-0.0069113469,0.8902634585,0.5897414853,3.735029407,176.9224456,-58.97414853
0.3771428571,-0.0035413956,0.8992499954,0.7863219804,4.521351387,-78.63219804,137.6063466
0.38,-0.0024180785,0.9160997522,0,5.111092872,-157.2643961,-117.9482971
0.3828571429,-0.0035413956,0.9284562404,-0.1965804951,3.538448912,-98.29024755,-393.1609902
