3.885,90
4.004,180
4.104,270
4.21,360
4.338,450
4.438,540
4.571,630
4.671,720
4.79,810
4.905,900
5.02,990
5.138,1080
5.255,1170
5.345,1260
5.472,1350
5.585,1440
5.706,1530
5.83,1620
5.939,1710
6.07,1800
6.173,1890
6.306,1980
